Student_ID,Name,Gender,Age,Grade_Level,Region,Country,School_Name,Mode,Course_ID,Course_Name,AI_Tool_Used,AI_Assistance_Level,Study_Hours,Video_Watched,Assignments_Submitted,Attendance_%,Quiz_Score,Assignment_Score,Exam_Score,Previous_Score,Discussion_Posts,Feedback_Sentiment,Satisfaction_Rating,Dropout_Risk,Recommendation_Count,AI_Feedback_Score,Accuracy_Score,Instructor_ID,Instructor_Experience,AI_Tool_Proficiency,Date,Semester,Academic_Year,Final_Score,Improvement_%,Performance_Category,Quiz_Score_num,Assignment_Score_num,Exam_Score_num,Previous_Score_num,AI_Feedback_Score_num,Accuracy_Score_num,Final_Score_num,PctScore,Study_Hours_num
S10080,Riya,M,18,B.Tech 1st Year,Delhi,India,JNTU,AI,C280,Cloud Basics,EdX Bot,89,9,28,8,86,72,60,51,40,14,Positive,6,Low,17,87,76,I180,11,60,28-09-2024,2,2025,61,52.5,Average,79.2,66.0,56.1,44.0,95.7,83.60000000000001,67.10000000000001,63.690000000000005,9
S10081,Ananya,F,24,B.Tech 1st Year,Pune,India,IIT Hyderabad,Traditional,C281,AI Fundamentals,EdX Bot,70,14,26,5,67,98,72,51,54,11,Positive,6,Low,17,97,73,I181,6,87,19-03-2023,2,2023,73.67,36.43,Average,98.0,72.0,51.0,54.0,97.0,73.0,73.67,66.7,14
S10082,Rohit,M,21,B.Tech 4th Year,Pune,India,IIT Hyderabad,AI,C282,AI Fundamentals,Khanmigo,44,10,12,6,63,77,72,88,79,12,Positive,5,High,11,93,60,I182,13,95,27-04-2025,2,2024,79,0.0,Average,84.7,79.2,96.80000000000001,86.9,102.30000000000001,66.0,86.9,89.10000000000001,10
S10083,Meera,F,18,B.Tech 4th Year,Chennai,India,VIT,AI,C283,Python Programming,ChatGPT,85,9,16,8,69,98,94,64,46,4,Neutral,5,Low,11,79,81,I183,3,93,13-08-2024,2,2023,85.33,85.5,High,107.80000000000001,103.4,70.4,50.6,86.9,89.10000000000001,93.863,87.78,9
S10084,Isha,M,19,B.Tech 1st Year,Bangalore,India,SRM,Traditional,C284,AI Fundamentals,EdX Bot,68,13,29,9,69,80,79,62,77,5,Negative,7,High,14,97,84,I184,5,80,18-11-2023,2,2024,73.67,-4.32,Average,80.0,79.0,62.0,77.0,97.0,84.0,73.67,70.7,13
S10085,Meera,M,19,B.Tech 1st Year,Bangalore,India,SRM,AI,C285,Cloud Basics,Coursera AI Tutor,90,17,27,5,75,75,88,61,76,18,Positive,7,Medium,8,90,71,I185,10,68,05-07-2024,2,2023,74.67,-1.75,Average,82.5,96.80000000000001,67.10000000000001,83.60000000000001,99.00000000000001,78.10000000000001,82.13700000000001,79.09000000000002,17
S10086,Dev,F,20,B.Tech 3rd Year,Bangalore,India,BITS Pilani,Traditional,C286,Python Programming,Coursera AI Tutor,86,17,5,9,62,57,94,60,85,11,Neutral,7,Low,9,74,94,I186,11,70,04-03-2024,2,2023,70.33,-17.26,Average,57.0,94.0,60.0,85.0,74.0,94.0,70.33,69.6,17
S10087,Aarav,M,21,B.Tech 4th Year,Hyderabad,India,VIT,AI,C287,Python Programming,Khanmigo,43,19,29,5,82,70,69,78,61,1,Neutral,5,Low,5,98,72,I187,11,80,05-09-2023,1,2024,72.33,18.57,Average,77.0,75.9,85.80000000000001,67.10000000000001,107.80000000000001,79.2,79.563,81.07000000000001,19
S10088,Vikram,F,22,B.Tech 3rd Year,Mumbai,India,BITS Pilani,AI,C288,AI Fundamentals,EdX Bot,70,17,19,5,61,60,65,60,72,2,Positive,9,High,12,82,73,I188,4,79,18-12-2023,2,2023,61.67,-14.35,Average,66.0,71.5,66.0,79.2,90.2,80.30000000000001,67.837,67.65,17
S10089,Neha,F,21,B.Tech 1st Year,Delhi,India,VIT,AI,C289,Python Programming,Coursera AI Tutor,43,6,17,6,60,52,98,53,72,0,Positive,5,Low,8,63,86,I189,13,96,20-06-2024,1,2023,67.67,-6.01,Average,57.2,107.80000000000001,58.300000000000004,79.2,69.30000000000001,94.60000000000001,74.43700000000001,72.93,6
S10090,Rohit,F,19,B.Tech 1st Year,Hyderabad,India,SRM,Traditional,C290,Machine Learning,Coursera AI Tutor,98,10,29,9,70,99,60,50,68,3,Neutral,7,Low,5,74,96,I190,8,71,17-06-2025,1,2025,69.67,2.46,Average,99.0,60.0,50.0,68.0,74.0,96.0,69.67,62.8,10
S10091,Ananya,F,22,B.Tech 1st Year,Mumbai,India,BITS Pilani,Traditional,C291,AI Fundamentals,Khanmigo,57,17,14,8,96,56,95,94,82,14,Neutral,8,Low,17,90,74,I191,5,91,12-07-2023,2,2023,81.67,-0.4,High,56.0,95.0,94.0,82.0,90.0,74.0,81.67,86.7,17
S10092,Dev,F,21,B.Tech 1st Year,Bangalore,India,VIT,AI,C292,Machine Learning,EdX Bot,98,14,22,5,79,87,80,76,58,3,Neutral,6,Low,13,75,75,I192,13,99,10-11-2024,1,2024,81,39.66,High,95.7,88.0,83.60000000000001,63.800000000000004,82.5,82.5,89.10000000000001,87.34000000000002,14
S10093,Kiran,F,21,B.Tech 2nd Year,Mumbai,India,SRM,Traditional,C293,AI Fundamentals,Khanmigo,57,6,22,9,80,53,73,93,44,4,Positive,8,Medium,6,61,91,I193,8,63,22-09-2025,1,2025,73,65.91,Average,53.0,73.0,93.0,44.0,61.0,91.0,73.0,79.0,6
S10094,Kiran,F,22,B.Tech 2nd Year,Hyderabad,India,SRM,AI,C294,Machine Learning,EdX Bot,79,15,11,9,89,78,75,84,53,0,Positive,5,Medium,8,77,88,I194,14,88,12-05-2025,2,2023,79,49.06,Average,85.80000000000001,82.5,92.4,58.300000000000004,84.7,96.80000000000001,86.9,88.11,15
S10095,Meera,F,19,B.Tech 2nd Year,Bangalore,India,JNTU,AI,C295,AI Fundamentals,Coursera AI Tutor,73,19,19,6,84,58,51,62,86,14,Positive,9,Medium,17,61,63,I195,4,66,09-05-2024,1,2023,57,-33.72,Average,63.800000000000004,56.1,68.2,94.60000000000001,67.10000000000001,69.30000000000001,62.7,63.690000000000005,19
S10096,Neha,F,21,B.Tech 3rd Year,Hyderabad,India,BITS Pilani,AI,C296,Cloud Basics,ChatGPT,87,12,9,9,76,58,64,95,48,2,Positive,8,Low,6,61,70,I196,4,90,25-01-2024,2,2024,72.33,50.69,Average,63.800000000000004,70.4,104.50000000000001,52.800000000000004,67.10000000000001,77.0,79.563,86.13000000000001,12
S10097,Meera,F,22,B.Tech 4th Year,Delhi,India,JNTU,AI,C297,AI Fundamentals,Coursera AI Tutor,53,12,9,8,99,52,94,80,44,15,Neutral,8,Medium,6,92,89,I197,13,96,21-01-2025,1,2024,75.33,71.2,Average,57.2,103.4,88.0,48.400000000000006,101.2,97.9,82.863,86.46,12
S10098,Kiran,F,23,B.Tech 1st Year,Bangalore,India,SRM,AI,C298,Cloud Basics,ChatGPT,65,9,5,9,82,66,94,60,74,9,Positive,6,Medium,17,91,77,I198,10,92,05-08-2025,1,2023,73.33,-0.91,Average,72.60000000000001,103.4,66.0,81.4,100.10000000000001,84.7,80.66300000000001,78.54,9
S10099,Ananya,M,23,B.Tech 4th Year,Mumbai,India,BITS Pilani,AI,C299,Data Science,EdX Bot,62,19,10,6,78,85,86,59,60,19,Positive,5,Low,13,67,85,I199,10,90,23-04-2025,1,2023,76.67,27.78,Average,93.50000000000001,94.60000000000001,64.9,66.0,73.7,93.50000000000001,84.337,79.53,19
S10100,Rohit,M,19,B.Tech 2nd Year,Hyderabad,India,BITS Pilani,Traditional,C300,Data Science,EdX Bot,72,16,20,5,80,59,71,86,85,19,Neutral,9,Low,18,71,89,I200,14,63,01-04-2023,1,2024,72,-15.29,Average,59.0,71.0,86.0,85.0,71.0,89.0,72.0,76.1,16
S10101,Aarav,F,22,B.Tech 1st Year,Chennai,India,IIT Hyderabad,Traditional,C301,AI Fundamentals,Google Classroom AI,56,14,12,9,66,94,75,57,82,16,Neutral,5,Low,6,83,81,I201,3,76,10-03-2024,2,2023,75.33,-8.13,Average,94.0,75.0,57.0,82.0,83.0,81.0,75.33,69.8,14
S10102,Rohit,F,23,B.Tech 1st Year,Mumbai,India,VIT,Traditional,C302,Cloud Basics,EdX Bot,81,12,8,9,65,98,98,65,67,18,Positive,5,Medium,8,78,76,I202,10,81,29-04-2023,2,2025,87,29.85,High,98.0,98.0,65.0,67.0,78.0,76.0,87.0,81.5,12
S10103,Ananya,F,22,B.Tech 3rd Year,Mumbai,India,IIT Hyderabad,AI,C303,Cloud Basics,EdX Bot,71,9,17,7,61,72,53,54,84,18,Positive,9,Low,11,67,88,I203,6,76,22-06-2024,2,2025,59.67,-28.96,Average,79.2,58.300000000000004,59.400000000000006,92.4,73.7,96.80000000000001,65.637,63.03,9
S10104,Aarav,F,21,B.Tech 4th Year,Bangalore,India,IIT Hyderabad,Traditional,C304,Python Programming,Google Classroom AI,87,8,23,8,62,67,55,70,41,11,Neutral,6,Medium,14,88,83,I204,2,70,05-10-2024,2,2025,64,56.1,Average,67.0,55.0,70.0,41.0,88.0,83.0,64.0,64.9,8
S10105,Riya,F,19,B.Tech 3rd Year,Pune,India,SRM,AI,C305,Python Programming,ChatGPT,74,13,14,8,70,54,71,57,87,0,Positive,7,Low,6,81,74,I205,10,79,16-09-2023,1,2025,60.67,-30.26,Average,59.400000000000006,78.10000000000001,62.7,95.7,89.10000000000001,81.4,66.73700000000001,66.66000000000001,13
S10106,Aarav,F,23,B.Tech 2nd Year,Mumbai,India,VIT,Traditional,C306,Machine Learning,EdX Bot,90,12,21,8,81,97,87,84,45,9,Positive,8,Low,5,63,88,I206,2,77,15-02-2025,2,2025,89.33,98.51,High,97.0,87.0,84.0,45.0,63.0,88.0,89.33,87.5,12
S10107,Isha,F,24,B.Tech 4th Year,Hyderabad,India,IIT Hyderabad,Traditional,C307,Python Programming,Khanmigo,82,8,24,9,68,75,72,54,70,14,Neutral,5,Low,12,73,84,I207,11,78,12-11-2024,1,2023,67,-4.29,Average,75.0,72.0,54.0,70.0,73.0,84.0,67.0,63.6,8
S10108,Isha,F,21,B.Tech 2nd Year,Chennai,India,IIT Hyderabad,Traditional,C308,AI Fundamentals,EdX Bot,96,6,22,8,79,66,74,62,71,7,Positive,9,Medium,11,69,69,I208,5,66,05-01-2024,2,2024,67.33,-5.17,Average,66.0,74.0,62.0,71.0,69.0,69.0,67.33,66.4,6
S10109,Kiran,M,24,B.Tech 3rd Year,Delhi,India,BITS Pilani,AI,C309,Python Programming,EdX Bot,69,6,9,8,61,67,52,62,50,0,Positive,7,High,19,81,81,I209,14,67,15-03-2025,2,2025,60.33,20.66,Average,73.7,57.2,68.2,55.00000000000001,89.10000000000001,89.10000000000001,66.363,66.0,6
S10110,Meera,F,24,B.Tech 3rd Year,Chennai,India,SRM,AI,C310,Python Programming,Coursera AI Tutor,54,6,16,7,75,65,69,54,53,19,Negative,5,Low,8,99,79,I210,12,66,02-11-2024,1,2025,62.67,18.25,Average,71.5,75.9,59.400000000000006,58.300000000000004,108.9,86.9,68.93700000000001,66.77000000000001,6
S10111,Meera,M,18,B.Tech 1st Year,Hyderabad,India,IIT Hyderabad,Traditional,C311,AI Fundamentals,EdX Bot,89,18,5,6,85,53,82,82,49,13,Positive,8,Low,16,74,73,I211,2,84,29-04-2025,2,2024,72.33,47.61,Average,53.0,82.0,82.0,49.0,74.0,73.0,72.33,76.2,18
S10112,Kiran,F,18,B.Tech 4th Year,Bangalore,India,VIT,AI,C312,AI Fundamentals,EdX Bot,91,15,29,6,82,68,97,65,78,5,Positive,8,Medium,8,68,72,I212,8,76,28-08-2025,2,2025,76.67,-1.71,Average,74.80000000000001,106.7,71.5,85.80000000000001,74.80000000000001,79.2,84.337,82.72000000000001,15
S10113,Ananya,F,19,B.Tech 4th Year,Hyderabad,India,JNTU,Traditional,C313,Machine Learning,Khanmigo,90,16,29,5,73,65,98,69,40,19,Negative,5,Low,16,65,73,I213,4,60,16-01-2024,1,2025,77.33,93.32,Average,65.0,98.0,69.0,40.0,65.0,73.0,77.33,76.9,16
S10114,Neha,M,23,B.Tech 1st Year,Pune,India,JNTU,AI,C314,Cloud Basics,Google Classroom AI,46,18,25,7,80,94,69,91,70,18,Positive,5,Low,18,97,92,I214,3,98,17-11-2024,1,2024,84.67,20.96,High,103.4,75.9,100.10000000000001,77.0,106.7,101.2,93.13700000000001,93.50000000000001,18
S10115,Ananya,F,23,B.Tech 4th Year,Pune,India,SRM,AI,C315,Python Programming,Google Classroom AI,45,17,5,9,82,70,55,87,47,18,Positive,7,Medium,12,96,88,I215,11,60,28-04-2023,1,2023,70.67,50.36,Average,77.0,60.50000000000001,95.7,51.7,105.60000000000001,96.80000000000001,77.73700000000001,81.4,17
S10116,Vikram,M,23,B.Tech 2nd Year,Pune,India,JNTU,Traditional,C316,Data Science,Google Classroom AI,48,19,7,5,71,85,61,77,41,19,Positive,8,Low,6,66,90,I216,12,81,02-04-2024,2,2025,74.33,81.29,Average,85.0,61.0,77.0,41.0,66.0,90.0,74.33,73.8,19
S10117,Meera,F,22,B.Tech 2nd Year,Mumbai,India,BITS Pilani,AI,C317,Cloud Basics,Coursera AI Tutor,52,17,11,8,63,51,93,65,74,16,Positive,9,Low,16,79,60,I217,8,95,13-09-2023,2,2023,69.67,-5.85,Average,56.1,102.30000000000001,71.5,81.4,86.9,66.0,76.63700000000001,77.66,17
S10118,Rohit,F,21,B.Tech 3rd Year,Bangalore,India,BITS Pilani,AI,C318,AI Fundamentals,EdX Bot,79,14,25,5,76,78,68,81,70,16,Positive,5,High,17,66,89,I218,2,74,27-12-2025,1,2025,75.67,8.1,Average,85.80000000000001,74.80000000000001,89.10000000000001,77.0,72.60000000000001,97.9,83.23700000000001,84.15,14
S10119,Riya,M,23,B.Tech 2nd Year,Pune,India,VIT,AI,C319,Python Programming,ChatGPT,57,16,15,6,90,60,97,81,51,5,Neutral,9,Medium,15,64,85,I219,2,77,29-08-2023,1,2023,79.33,55.55,Average,66.0,106.7,89.10000000000001,56.1,70.4,93.50000000000001,87.263,89.76,16
S10120,Vikram,F,21,B.Tech 4th Year,Delhi,India,SRM,Traditional,C320,Machine Learning,ChatGPT,74,12,29,5,87,74,74,60,70,13,Positive,7,Medium,15,76,85,I220,4,98,06-03-2025,1,2023,69.33,-0.96,Average,74.0,74.0,60.0,70.0,76.0,85.0,69.33,67.0,12
S10121,Kiran,M,19,B.Tech 1st Year,Delhi,India,SRM,AI,C321,Data Science,Khanmigo,40,10,24,5,98,72,98,51,74,4,Positive,5,Medium,17,92,96,I221,5,69,14-01-2023,1,2025,73.67,-0.45,Average,79.2,107.80000000000001,56.1,81.4,101.2,105.60000000000001,81.037,76.23,10
S10122,Meera,F,24,B.Tech 3rd Year,Hyderabad,India,JNTU,AI,C322,Cloud Basics,Coursera AI Tutor,63,5,25,7,95,93,98,53,71,3,Neutral,6,High,6,87,68,I222,4,94,26-02-2024,2,2024,81.33,14.55,High,102.30000000000001,107.80000000000001,58.300000000000004,78.10000000000001,95.7,74.80000000000001,89.46300000000001,81.95,5
S10123,Meera,M,23,B.Tech 1st Year,Pune,India,IIT Hyderabad,Traditional,C323,Python Programming,Coursera AI Tutor,89,16,19,8,73,63,67,62,56,11,Positive,6,Medium,17,72,71,I223,4,68,20-03-2023,2,2024,64,14.29,Average,63.0,67.0,62.0,56.0,72.0,71.0,64.0,63.7,16
S10124,Kiran,M,19,B.Tech 3rd Year,Mumbai,India,IIT Hyderabad,AI,C324,AI Fundamentals,EdX Bot,75,17,7,9,90,61,64,54,47,3,Positive,9,Low,13,77,84,I224,10,61,08-03-2024,1,2025,59.67,26.96,Average,67.10000000000001,70.4,59.400000000000006,51.7,84.7,92.4,65.637,64.24000000000001,17
S10125,Riya,F,23,B.Tech 3rd Year,Delhi,India,IIT Hyderabad,AI,C325,Cloud Basics,ChatGPT,89,14,12,9,92,60,87,56,58,18,Neutral,5,Low,11,72,63,I225,12,96,20-10-2025,2,2023,67.67,16.67,Average,66.0,95.7,61.60000000000001,63.800000000000004,79.2,69.30000000000001,74.43700000000001,72.71,14
S10126,Aarav,F,18,B.Tech 1st Year,Chennai,India,VIT,AI,C326,Data Science,Coursera AI Tutor,55,8,7,7,68,53,76,62,75,19,Positive,9,Low,18,86,65,I226,12,81,07-08-2023,1,2023,63.67,-15.11,Average,58.300000000000004,83.60000000000001,68.2,82.5,94.60000000000001,71.5,70.037,70.84000000000002,8
S10127,Vikram,M,20,B.Tech 2nd Year,Bangalore,India,SRM,AI,C327,AI Fundamentals,Khanmigo,57,7,26,7,81,59,90,71,50,17,Positive,8,Medium,18,80,89,I227,14,86,20-08-2024,1,2025,73.33,46.66,Average,64.9,99.00000000000001,78.10000000000001,55.00000000000001,88.0,97.9,80.66300000000001,81.73,7
S10128,Ananya,F,19,B.Tech 2nd Year,Chennai,India,JNTU,AI,C328,Data Science,ChatGPT,42,14,27,9,95,62,73,51,83,18,Positive,7,Medium,14,86,83,I228,7,64,06-03-2024,1,2023,62,-25.3,Average,68.2,80.30000000000001,56.1,91.30000000000001,94.60000000000001,91.30000000000001,68.2,65.78,14
S10129,Dev,F,23,B.Tech 2nd Year,Delhi,India,VIT,Traditional,C329,Python Programming,Coursera AI Tutor,85,15,17,5,89,78,92,89,44,13,Positive,5,Low,13,84,84,I229,9,91,04-03-2023,2,2025,86.33,96.2,High,78.0,92.0,89.0,44.0,84.0,84.0,86.33,87.7,15
S10130,Aarav,F,20,B.Tech 2nd Year,Delhi,India,BITS Pilani,Traditional,C330,Cloud Basics,EdX Bot,81,18,6,8,68,70,70,75,67,3,Positive,6,Medium,7,88,89,I230,12,63,18-08-2023,1,2024,71.67,6.97,Average,70.0,70.0,75.0,67.0,88.0,89.0,71.67,72.5,18
S10131,Ananya,M,19,B.Tech 1st Year,Hyderabad,India,BITS Pilani,AI,C331,Machine Learning,EdX Bot,76,11,27,9,68,83,89,78,41,10,Positive,9,Low,8,75,68,I231,4,61,12-10-2024,2,2023,83.33,103.24,High,91.30000000000001,97.9,85.80000000000001,45.1,82.5,74.80000000000001,91.66300000000001,90.53,11
S10132,Ananya,M,22,B.Tech 4th Year,Hyderabad,India,BITS Pilani,AI,C332,Python Programming,EdX Bot,47,14,7,5,71,57,86,57,50,12,Neutral,6,Medium,19,97,71,I232,10,68,11-06-2024,2,2025,66.67,33.34,Average,62.7,94.60000000000001,62.7,55.00000000000001,106.7,78.10000000000001,73.337,72.27000000000001,14
S10133,Neha,M,23,B.Tech 3rd Year,Pune,India,SRM,AI,C333,Python Programming,EdX Bot,97,9,23,5,87,83,64,69,57,16,Neutral,9,Low,10,62,85,I233,5,87,29-03-2024,2,2025,72,26.32,Average,91.30000000000001,70.4,75.9,62.7,68.2,93.50000000000001,79.2,77.33,9
S10134,Aarav,M,22,B.Tech 1st Year,Bangalore,India,BITS Pilani,AI,C334,Machine Learning,ChatGPT,57,5,19,6,75,57,75,98,86,6,Neutral,6,Medium,18,99,67,I234,2,80,23-03-2024,2,2023,76.67,-10.85,Average,62.7,82.5,107.80000000000001,94.60000000000001,108.9,73.7,84.337,91.19000000000001,5
S10135,Meera,M,18,B.Tech 2nd Year,Pune,India,IIT Hyderabad,Traditional,C335,Machine Learning,ChatGPT,68,16,25,7,96,78,59,52,88,9,Positive,7,Low,5,62,78,I235,9,84,30-07-2023,2,2025,63,-28.41,Average,78.0,59.0,52.0,88.0,62.0,78.0,63.0,59.3,16
S10136,Riya,M,23,B.Tech 2nd Year,Hyderabad,India,BITS Pilani,AI,C336,AI Fundamentals,Coursera AI Tutor,76,10,19,9,65,69,52,90,44,4,Positive,5,Low,15,87,92,I236,2,62,11-02-2025,2,2024,70.33,59.84,Average,75.9,57.2,99.00000000000001,48.400000000000006,95.7,101.2,77.363,81.84000000000002,10
S10137,Isha,M,24,B.Tech 1st Year,Mumbai,India,VIT,Traditional,C337,Data Science,Khanmigo,66,8,24,9,68,88,88,55,58,9,Positive,8,Low,13,62,63,I237,2,86,28-12-2025,2,2023,77,32.76,Average,88.0,88.0,55.0,58.0,62.0,63.0,77.0,71.5,8
S10138,Neha,M,18,B.Tech 3rd Year,Bangalore,India,BITS Pilani,AI,C338,Python Programming,Google Classroom AI,83,14,11,8,93,66,78,50,44,9,Positive,7,Medium,6,71,71,I238,10,84,24-11-2024,2,2025,64.67,46.98,Average,72.60000000000001,85.80000000000001,55.00000000000001,48.400000000000006,78.10000000000001,78.10000000000001,71.13700000000001,67.76,14
S10139,Kiran,M,20,B.Tech 1st Year,Mumbai,India,IIT Hyderabad,AI,C339,AI Fundamentals,Google Classroom AI,68,19,7,9,90,88,87,68,79,3,Neutral,8,Low,14,76,67,I239,14,94,20-06-2023,2,2023,81,2.53,High,96.80000000000001,95.7,74.80000000000001,86.9,83.60000000000001,73.7,89.10000000000001,85.47000000000001,19
S10140,Kiran,F,19,B.Tech 1st Year,Pune,India,BITS Pilani,AI,C340,AI Fundamentals,EdX Bot,43,19,29,5,66,91,54,89,58,10,Positive,9,Low,16,74,64,I240,14,97,25-09-2024,1,2025,78,34.48,Average,100.10000000000001,59.400000000000006,97.9,63.800000000000004,81.4,70.4,85.80000000000001,86.79,19
S10141,Aarav,M,21,B.Tech 4th Year,Hyderabad,India,JNTU,AI,C341,Python Programming,Coursera AI Tutor,51,10,21,5,91,77,73,61,51,17,Positive,7,Low,6,81,91,I241,10,93,19-02-2023,1,2024,70.33,37.9,Average,84.7,80.30000000000001,67.10000000000001,56.1,89.10000000000001,100.10000000000001,77.363,74.58,10
S10142,Vikram,F,18,B.Tech 1st Year,Bangalore,India,IIT Hyderabad,Traditional,C342,Data Science,Google Classroom AI,52,11,6,8,83,55,89,51,75,5,Neutral,8,Low,14,73,64,I242,14,92,30-08-2024,1,2025,65,-13.33,Average,55.0,89.0,51.0,75.0,73.0,64.0,65.0,63.2,11
S10143,Riya,F,21,B.Tech 4th Year,Pune,India,SRM,AI,C343,Machine Learning,Google Classroom AI,53,13,20,5,89,86,54,90,67,9,Negative,8,Medium,10,65,61,I243,13,72,11-12-2024,1,2024,76.67,14.43,Average,94.60000000000001,59.400000000000006,99.00000000000001,73.7,71.5,67.10000000000001,84.337,86.24000000000001,13
S10144,Kiran,F,21,B.Tech 3rd Year,Delhi,India,BITS Pilani,AI,C344,Python Programming,Google Classroom AI,53,5,15,5,85,80,81,85,85,17,Neutral,6,High,5,73,64,I244,7,72,10-12-2024,2,2025,82,-3.53,High,88.0,89.10000000000001,93.50000000000001,93.50000000000001,80.30000000000001,70.4,90.2,91.08,5
S10145,Meera,M,19,B.Tech 1st Year,Pune,India,VIT,Traditional,C345,Data Science,Google Classroom AI,90,10,13,9,92,56,75,86,87,6,Positive,9,Low,7,94,82,I245,2,84,28-06-2023,1,2025,72.33,-16.86,Average,56.0,75.0,86.0,87.0,94.0,82.0,72.33,76.7,10
S10146,Riya,M,20,B.Tech 1st Year,Chennai,India,BITS Pilani,Traditional,C346,Machine Learning,Google Classroom AI,49,17,15,7,85,94,97,89,74,0,Positive,9,Medium,13,71,64,I246,13,79,07-09-2023,1,2024,93.33,26.12,High,94.0,97.0,89.0,74.0,71.0,64.0,93.33,92.4,17
S10147,Neha,M,19,B.Tech 2nd Year,Delhi,India,VIT,Traditional,C347,Cloud Basics,Coursera AI Tutor,61,15,28,9,78,81,76,58,77,13,Positive,6,Low,13,98,76,I247,11,68,29-08-2023,2,2024,71.67,-6.92,Average,81.0,76.0,58.0,77.0,98.0,76.0,71.67,68.0,15
S10148,Kiran,M,23,B.Tech 1st Year,Mumbai,India,JNTU,AI,C348,Python Programming,Google Classroom AI,48,12,27,6,60,80,61,84,62,17,Positive,9,Low,16,93,97,I248,13,73,26-03-2024,1,2025,75,20.97,Average,88.0,67.10000000000001,92.4,68.2,102.30000000000001,106.7,82.5,83.93,12
S10149,Kiran,F,18,B.Tech 2nd Year,Delhi,India,SRM,Traditional,C349,Python Programming,Google Classroom AI,63,8,29,8,79,50,81,90,73,0,Positive,7,High,13,77,69,I249,13,97,10-06-2023,1,2025,73.67,0.92,Average,50.0,81.0,90.0,73.0,77.0,69.0,73.67,79.3,8
S10150,Rohit,M,21,B.Tech 2nd Year,Pune,India,IIT Hyderabad,AI,C350,Data Science,Coursera AI Tutor,89,14,9,5,97,51,88,94,62,9,Neutral,9,Medium,6,80,65,I250,8,78,11-06-2025,2,2023,77.67,25.27,Average,56.1,96.80000000000001,103.4,68.2,88.0,71.5,85.43700000000001,91.96000000000001,14
S10151,Riya,M,19,B.Tech 2nd Year,Delhi,India,IIT Hyderabad,Traditional,C351,AI Fundamentals,ChatGPT,56,13,17,9,71,80,85,98,72,9,Neutral,6,High,10,73,80,I251,3,83,28-07-2025,2,2023,87.67,21.76,High,80.0,85.0,98.0,72.0,73.0,80.0,87.67,90.5,13
S10152,Ananya,M,19,B.Tech 3rd Year,Chennai,India,SRM,Traditional,C352,AI Fundamentals,ChatGPT,63,8,23,9,81,63,55,89,81,16,Positive,5,Low,12,90,75,I252,4,81,04-03-2024,2,2025,69,-14.81,Average,63.0,55.0,89.0,81.0,90.0,75.0,69.0,73.6,8
S10153,Ananya,M,19,B.Tech 4th Year,Pune,India,JNTU,AI,C353,Data Science,ChatGPT,44,8,17,5,66,73,93,72,52,16,Neutral,5,Low,18,88,90,I253,12,84,01-11-2025,2,2023,79.33,52.56,Average,80.30000000000001,102.30000000000001,79.2,57.2,96.80000000000001,99.00000000000001,87.263,86.35000000000001,8
S10154,Meera,M,18,B.Tech 2nd Year,Chennai,India,JNTU,AI,C354,Python Programming,Google Classroom AI,73,16,6,8,81,62,62,57,73,12,Positive,6,Low,14,60,99,I254,6,65,26-02-2024,1,2024,60.33,-17.36,Average,68.2,68.2,62.7,80.30000000000001,66.0,108.9,66.363,65.45,16
S10155,Aarav,F,20,B.Tech 1st Year,Delhi,India,BITS Pilani,Traditional,C355,Python Programming,Coursera AI Tutor,81,18,26,9,86,69,99,64,68,7,Positive,7,Low,6,61,92,I255,8,62,16-11-2023,1,2024,77.33,13.72,Average,69.0,99.0,64.0,68.0,61.0,92.0,77.33,75.5,18
S10156,Isha,M,24,B.Tech 1st Year,Chennai,India,JNTU,AI,C356,Python Programming,ChatGPT,40,13,6,7,73,60,80,99,69,2,Positive,8,Medium,12,99,95,I256,8,91,08-05-2023,1,2025,79.67,15.46,Average,66.0,88.0,108.9,75.9,108.9,104.50000000000001,87.63700000000001,94.05000000000001,13
S10157,Riya,F,19,B.Tech 2nd Year,Delhi,India,BITS Pilani,Traditional,C357,Cloud Basics,EdX Bot,66,17,12,5,72,52,67,91,57,0,Positive,8,Medium,7,81,67,I257,4,66,27-03-2025,1,2025,70,22.81,Average,52.0,67.0,91.0,57.0,81.0,67.0,70.0,76.0,17
S10158,Rohit,M,18,B.Tech 2nd Year,Bangalore,India,VIT,AI,C358,AI Fundamentals,EdX Bot,79,8,9,8,79,58,78,72,74,12,Negative,6,High,10,84,78,I258,12,89,20-08-2023,2,2024,69.33,-6.31,Average,63.800000000000004,85.80000000000001,79.2,81.4,92.4,85.80000000000001,76.263,78.10000000000001,8
S10159,Dev,F,21,B.Tech 1st Year,Delhi,India,SRM,Traditional,C359,Cloud Basics,Coursera AI Tutor,47,13,15,6,67,83,59,85,44,8,Negative,5,Medium,8,67,61,I259,5,99,27-04-2023,2,2023,75.67,71.98,Average,83.0,59.0,85.0,44.0,67.0,61.0,75.67,76.8,13
S10160,Rohit,M,23,B.Tech 2nd Year,Hyderabad,India,VIT,Traditional,C360,Python Programming,Google Classroom AI,45,5,6,5,77,59,88,98,43,4,Positive,7,Low,6,98,85,I260,3,73,24-09-2023,2,2024,81.67,89.93,High,59.0,88.0,98.0,43.0,98.0,85.0,81.67,87.2,5
